Folder,Instance,Mode,Run,Objective,Runtime,Iterations
500_10000,N_U_1,,1,13961926,5.001,5724
500_10000,N_U_1,,2,17308299,5.000,5275
500_10000,N_U_1,,3,14908907,5.001,5469
500_10000,N_U_1,,4,14395686,5.000,5515
500_10000,N_U_1,,5,14902189,5.000,5562
500_10000,N_U_1,,6,13708250,5.000,5618
500_10000,N_U_1,,7,16170671,5.000,5714
500_10000,N_U_1,,8,16044835,5.001,5591
500_10000,N_U_1,,9,14068760,5.001,5565
500_10000,N_U_1,,10,15166231,5.000,5793
500_10000,N_U_2,,1,39212449,5.000,5636
500_10000,N_U_2,,2,38942706,5.000,5440
500_10000,N_U_2,,3,39311825,5.000,5551
500_10000,N_U_2,,4,39265810,5.001,5560
500_10000,N_U_2,,5,40366393,5.000,5620
500_10000,N_U_2,,6,42716048,5.000,5524
500_10000,N_U_2,,7,38711386,5.000,5638
500_10000,N_U_2,,8,40462031,5.001,5764
500_10000,N_U_2,,9,38985218,5.001,5714
500_10000,N_U_2,,10,40693615,5.000,5902
500_10000,N_U_3,,1,13186548,5.001,5677
500_10000,N_U_3,,2,11608927,5.002,5885
500_10000,N_U_3,,3,12188256,5.001,5437
500_10000,N_U_3,,4,12186404,5.000,5843
500_10000,N_U_3,,5,12356804,5.000,5474
500_10000,N_U_3,,6,11509230,5.001,5957
500_10000,N_U_3,,7,12676654,5.001,5560
500_10000,N_U_3,,8,12355275,5.001,5518
500_10000,N_U_3,,9,11656692,5.000,5593
500_10000,N_U_3,,10,11046540,5.001,5642
500_10000,N_U_4,,1,32304208,5.000,5727
500_10000,N_U_4,,2,32235850,5.000,5679
500_10000,N_U_4,,3,31433156,5.000,5523
500_10000,N_U_4,,4,31906981,5.000,5534
500_10000,N_U_4,,5,33439577,5.000,5466
500_10000,N_U_4,,6,31491704,5.000,5571
500_10000,N_U_4,,7,33733955,5.000,5568
500_10000,N_U_4,,8,33075383,5.001,5618
500_10000,N_U_4,,9,33363437,5.001,5540
500_10000,N_U_4,,10,31739572,5.000,5439
500_10000,N_U_5,,1,28312433,5.001,5861
500_10000,N_U_5,,2,26830073,5.000,5521
500_10000,N_U_5,,3,26219497,5.000,5634
500_10000,N_U_5,,4,27244522,5.000,5713
500_10000,N_U_5,,5,27763882,5.001,5871
500_10000,N_U_5,,6,25558824,5.000,5656
500_10000,N_U_5,,7,26694486,5.001,5597
500_10000,N_U_5,,8,26877543,5.001,5594
500_10000,N_U_5,,9,28097861,5.001,5650
500_10000,N_U_5,,10,27639926,5.000,5665
500_10000,U_N_1,,1,8119950,5.088,3440
500_10000,U_N_1,,2,7885138,5.000,4047
500_10000,U_N_1,,3,8077150,5.001,4588
500_10000,U_N_1,,4,7905451,5.133,4743
500_10000,U_N_1,,5,7872001,5.114,4493
500_10000,U_N_1,,6,7834344,5.001,4501
500_10000,U_N_1,,7,7791109,5.084,4469
500_10000,U_N_1,,8,8175927,5.126,4211
500_10000,U_N_1,,9,7231696,5.001,5544
500_10000,U_N_1,,10,8487615,5.000,4994
500_10000,U_N_2,,1,12567914,5.000,4350
500_10000,U_N_2,,2,11642129,5.000,5693
500_10000,U_N_2,,3,11204670,5.000,5818
500_10000,U_N_2,,4,11978849,5.000,5650
500_10000,U_N_2,,5,11487384,5.000,5379
500_10000,U_N_2,,6,11729775,5.000,5561
500_10000,U_N_2,,7,10691313,5.000,5968
500_10000,U_N_2,,8,10800046,5.001,5566
500_10000,U_N_2,,9,10288516,5.000,5941
500_10000,U_N_2,,10,11279404,5.000,5499
500_10000,U_N_3,,1,112088561,5.000,5909
500_10000,U_N_3,,2,114165595,5.001,5789
500_10000,U_N_3,,3,114682220,5.001,5753
500_10000,U_N_3,,4,116236378,5.000,5930
500_10000,U_N_3,,5,114004674,5.000,5816
500_10000,U_N_3,,6,113298342,5.001,5743
500_10000,U_N_3,,7,114204965,5.001,5894
500_10000,U_N_3,,8,117297025,5.016,5909
500_10000,U_N_3,,9,112382536,5.000,5849
500_10000,U_N_3,,10,110870875,5.000,5894
500_10000,U_N_4,,1,5715867,5.000,3277
500_10000,U_N_4,,2,5840344,5.000,3717
500_10000,U_N_4,,3,5981553,5.000,4167
500_10000,U_N_4,,4,5766086,5.001,3687
500_10000,U_N_4,,5,5505906,5.105,3038
500_10000,U_N_4,,6,5922464,5.175,4127
500_10000,U_N_4,,7,6041464,5.000,3461
500_10000,U_N_4,,8,5694842,5.000,3001
500_10000,U_N_4,,9,6060831,5.000,3917
500_10000,U_N_4,,10,5469988,5.030,3576
500_10000,U_N_5,,1,5755977,5.001,3080
500_10000,U_N_5,,2,5788101,5.000,3999
500_10000,U_N_5,,3,5774074,5.010,4190
500_10000,U_N_5,,4,5728854,5.001,4597
500_10000,U_N_5,,5,5522727,5.089,3205
500_10000,U_N_5,,6,5645852,5.118,3548
500_10000,U_N_5,,7,5633681,5.001,3902
500_10000,U_N_5,,8,5875866,5.000,3210
500_10000,U_N_5,,9,5746487,5.001,3493
500_10000,U_N_5,,10,5521652,5.176,3147
500_10000,U_U_1,,1,12256917,5.000,5777
500_10000,U_U_1,,2,11467944,5.000,5652
500_10000,U_U_1,,3,11226542,5.000,5794
500_10000,U_U_1,,4,10195069,5.001,5745
500_10000,U_U_1,,5,10136287,5.001,5628
500_10000,U_U_1,,6,10389148,5.001,5682
500_10000,U_U_1,,7,10162820,5.001,5827
500_10000,U_U_1,,8,11374369,5.001,5611
