Instance,Run,Objective,Runtime
109,3,839,0.204546
109,4,839,0.197549
109,5,839,0.194696
109,6,839,0.198069
109,7,839,0.193521
109,8,839,0.200616
109,9,839,0.198443
109,10,839,0.203624
110,1,1020,0.221192
110,2,1020,0.189148
110,3,1020,0.20016
110,4,1020,0.196795
110,5,1020,0.196418
110,6,1020,0.193686
110,7,1020,0.190334
110,8,1020,0.195376
110,9,1020,0.191185
110,10,1020,0.190226
111,1,618,0.190627
111,2,618,0.206515
111,3,618,0.200616
111,4,618,0.213673
111,5,618,0.192568
111,6,618,0.210643
111,7,618,0.205538
111,8,618,0.20915
111,9,618,0.206063
111,10,618,0.222645
112,1,603,0.233755
112,2,603,0.20164
112,3,603,0.208929
112,4,603,0.199086
112,5,603,0.197607
112,6,603,0.211424
112,7,603,0.202985
112,8,603,0.198059
112,9,603,0.190355
112,10,603,0.203622
113,1,822,0.200761
113,2,822,0.202465
113,3,822,0.214034
113,4,822,0.205557
113,5,822,0.205519
113,6,822,0.201998
113,7,822,0.208116
113,8,822,0.194757
113,9,822,0.2081
113,10,822,0.205546
114,1,650,0.199502
114,2,650,0.205274
114,3,650,0.200647
114,4,650,0.189932
114,5,650,0.195106
114,6,650,0.196553
114,7,650,0.200148
114,8,650,0.195646
114,9,650,0.19427
114,10,650,0.198461
115,1,687,0.198951
115,2,687,0.21306
115,3,687,0.212378
115,4,687,0.2023
115,5,687,0.191054
115,6,687,0.268302
115,7,687,0.197423
115,8,687,0.201956
115,9,687,0.193497
115,10,687,0.199549
116,1,774,0.215167
116,2,774,0.201664
116,3,774,0.202458
116,4,774,0.200075
116,5,774,0.209898
116,6,774,0.207529
116,7,774,0.212062
116,8,774,0.201348
116,9,774,0.201901
116,10,774,0.19668
117,1,348,0.206181
117,2,348,0.205902
117,3,348,0.205731
117,4,348,0.209418
117,5,348,0.191367
117,6,348,0.188265
117,7,348,0.185741
117,8,348,0.188441
117,9,348,0.196428
117,10,348,0.192549
118,1,840,0.207289
118,2,840,0.198285
118,3,840,0.202773
118,4,840,0.22227
118,5,840,0.239712
118,6,840,0.203535
118,7,840,0.211111
118,8,840,0.218252
118,9,840,0.228618
118,10,840,0.190971
119,1,539,0.214775
119,2,539,0.201237
119,3,539,0.192805
119,4,539,0.196563
119,5,539,0.211143
119,6,539,0.195526
119,7,539,0.197032
119,8,539,0.197124
119,9,539,0.196256
119,10,539,0.202053
120,1,923,0.200421
120,2,923,0.203459
120,3,923,0.199899
120,4,923,0.201627
120,5,923,0.206238
120,6,923,0.208071
120,7,923,0.215742
120,8,923,0.201471
120,9,923,0.219643
120,10,923,0.202853
121,1,452,0.220319
121,2,452,0.217575
121,3,452,0.213803
121,4,452,0.218034
121,5,452,0.232569
121,6,452,0.217791
121,7,452,0.215215
