Instance,Run,Objective,Runtime,Iterations,Intensify,Diversify,Aspiration
67,1,1346,1.000,250951,1673,836,41608
67,2,1346,1.000,252292,1682,840,42029
67,3,1346,1.000,251563,1677,838,41812
67,4,1346,1.000,248164,1654,827,40946
67,5,1346,1.000,254246,1695,847,42216
67,6,1346,1.000,251141,1674,837,41288
67,7,1346,1.000,251974,1680,839,41764
67,8,1346,1.000,252850,1686,842,42344
67,9,1346,1.000,250483,1670,834,41419
67,10,1346,1.000,251047,1674,836,41331
68,1,659,1.000,245170,1634,817,18836
68,2,659,1.000,246234,1642,820,18963
68,3,659,1.000,246930,1646,823,19279
68,4,659,1.000,244755,1632,815,19038
68,5,659,1.000,247166,1648,823,19116
68,6,659,1.000,245693,1638,818,19191
68,7,659,1.000,245378,1636,817,19045
68,8,659,1.000,246236,1642,820,19163
68,9,659,1.000,242372,1616,807,18903
68,10,659,1.000,240654,1604,802,18807
69,1,1523,1.000,249722,1665,832,32801
69,2,1523,1.000,246620,1644,822,32062
69,3,1523,1.000,243789,1625,812,31997
69,4,1523,1.000,247552,1650,825,32500
69,5,1523,1.000,246378,1642,821,32571
69,6,1523,1.000,244789,1632,815,31798
69,7,1523,1.000,244047,1627,813,32332
69,8,1523,1.000,245867,1639,819,31923
69,9,1523,1.000,248211,1655,827,32335
69,10,1523,1.000,248584,1657,828,32637
70,1,720,1.000,250039,1667,833,30108
70,2,720,1.000,250615,1671,835,30110
70,3,720,1.000,247647,1651,825,29634
70,4,720,1.000,251014,1674,836,30016
70,5,720,1.000,253090,1687,843,30227
70,6,720,1.000,247904,1653,826,29511
70,7,720,1.000,248381,1656,827,29523
70,8,720,1.000,249497,1663,831,29592
70,9,720,1.000,249423,1662,831,29843
70,10,720,1.000,250009,1667,833,29900
71,1,779,1.000,246088,1640,820,22323
71,2,779,1.000,246303,1642,820,22448
71,3,779,1.000,248485,1656,828,22708
71,4,779,1.000,247977,1653,826,22820
71,5,779,1.000,249187,1661,830,22466
71,6,779,1.000,250751,1672,835,23064
71,7,779,1.000,251488,1676,838,23337
71,8,779,1.000,250265,1668,834,22764
71,9,779,1.000,246274,1642,820,22713
71,10,779,1.000,249680,1664,832,22806
72,1,913,1.000,250275,1668,834,33824
72,2,913,1.000,249898,1666,832,33734
72,3,913,1.000,247685,1651,825,33147
72,4,913,1.000,246788,1645,822,32893
72,5,913,1.000,252184,1681,840,33551
72,6,913,1.000,250934,1673,836,33639
72,7,913,1.000,243927,1626,812,32891
72,8,913,1.000,244770,1632,815,32996
72,9,913,1.000,242853,1619,809,32489
72,10,913,1.000,245393,1636,817,32911
73,1,902,1.000,240327,1602,801,26556
73,2,902,1.000,245759,1638,819,27319
73,3,902,1.000,250229,1668,834,27882
73,4,902,1.000,249126,1661,830,27860
73,5,902,1.000,255050,1700,850,28143
73,6,902,1.000,249396,1662,831,27657
73,7,902,1.000,249389,1662,831,27659
73,8,902,1.000,252000,1680,839,28386
73,9,902,1.000,248135,1654,827,27613
73,10,902,1.000,250365,1669,834,27936
74,1,735,1.000,240537,1604,801,37057
74,2,735,1.000,239700,1598,798,36835
74,3,735,1.000,252340,1682,840,39183
74,4,735,1.000,250402,1669,834,38393
74,5,735,1.000,251421,1676,837,38502
74,6,735,1.000,248874,1659,829,38030
74,7,735,1.000,248411,1656,827,38077
74,8,735,1.000,249367,1662,831,38604
74,9,735,1.000,248337,1655,827,38360
74,10,735,1.000,249032,1660,829,38464
75,1,549,1.000,248322,1655,827,27924
75,2,549,1.000,248010,1654,826,27963
75,3,549,1.000,244031,1627,813,26992
75,4,549,1.000,240634,1604,802,27091
75,5,549,1.000,245793,1638,819,27551
75,6,549,1.000,248758,1658,829,27723
75,7,549,1.000,247509,1650,824,27605
75,8,549,1.000,250168,1668,833,27989
75,9,549,1.000,245801,1638,819,27315
75,10,549,1.000,249942,1666,833,28006
76,1,584,1.000,249205,1661,830,25123
76,2,584,1.000,253209,1687,843,25425
76,3,584,1.000,254678,1698,848,25841
76,4,584,1.000,248946,1660,829,25024
76,5,584,1.000,249926,1666,832,25127
76,6,584,1.000,243093,1620,810,24743
76,7,584,1.000,244953,1632,816,24410
76,8,584,1.000,251575,1677,838,25434
76,9,584,1.000,247902,1652,826,24930
76,10,584,1.000,247835,1652,825,25041
77,1,596,1.000,245440,1636,818,33646
77,2,596,1.000,249535,1664,831,34202
77,3,596,1.000,248427,1656,828,33861
77,4,596,1.000,246697,1644,822,33633
77,5,596,1.000,250096,1667,833,34045
77,6,596,1.000,250261,1668,834,34444
77,7,596,1.000,251501,1676,838,34175
77,8,596,1.000,248585,1657,828,34185
77,9,596,1.000,249174,1661,830,34102
77,10,596,1.000,250161,1668,833,34099
78,1,681,1.000,250932,1673,836,5117
78,2,681,1.000,256418,1710,854,5315
78,3,681,1.000,250018,1667,833,5018
78,4,681,1.000,251365,1676,837,5074
78,5,681,1.000,255870,1706,852,5163
78,6,681,1.000,251725,1678,839,5102
78,7,681,1.000,251602,1677,838,4972
78,8,681,1.000,253859,1692,846,5116
78,9,681,1.000,253881,1692,846,4967
78,10,681,1.000,251408,1676,837,4961
79,1,684,1.000,251593,1677,838,33994
79,2,684,1.000,244513,1630,815,33265
79,3,684,1.000,245509,1637,818,33308
79,4,684,1.000,240452,1603,801,32370
79,5,684,1.000,244770,1632,815,33021
79,6,684,1.000,249324,1662,831,33677
79,7,684,1.000,247648,1651,825,33481
79,8,684,1.000,252403,1682,841,34323
79,9,684,1.000,252599,1684,841,34207
79,10,684,1.000,248902,1659,829,33899
80,1,541,1.000,245242,1635,817,20323
80,2,541,1.000,249729,1665,832,20754
80,3,541,1.000,252913,1686,843,20919
80,4,541,1.000,250282,1668,834,20530
80,5,541,1.000,248525,1656,828,20370
80,6,541,1.000,249306,1662,830,20548
80,7,541,1.000,252252,1681,840,20754
80,8,541,1.000,250213,1668,833,20480
80,9,541,1.000,250249,1668,834,20673
80,10,541,1.000,246370,1642,821,20092
81,1,808,1.000,250676,1671,835,38693
81,2,808,1.000,249587,1664,831,38559
81,3,808,1.000,255769,1705,852,39533
81,4,808,1.000,246454,1643,821,38479
81,5,808,1.000,253722,1691,845,39356
81,6,808,1.000,247971,1653,826,38573
81,7,808,1.000,251968,1680,839,38962
81,8,808,1.000,251885,1679,839,39085
81,9,808,1.000,252416,1682,841,39095
81,10,808,1.000,254166,1694,847,39533
82,1,750,1.000,259652,1731,865,56184
82,2,750,1.000,257130,1714,857,55533
82,3,750,1.000,255576,1704,851,54933
82,4,750,1.000,258405,1722,861,55850
82,5,750,1.000,258619,1724,861,55467
82,6,750,1.000,259622,1731,865,55796
82,7,750,1.000,255736,1705,852,54916
82,8,750,1.000,255846,1706,852,55422
82,9,750,1.000,257687,1718,858,55786
82,10,750,1.000,260506,1736,868,56088
83,1,720,1.000,248079,1653,826,45483
83,2,720,1.000,252888,1686,842,46497
83,3,720,1.000,253976,1693,846,46659
83,4,720,1.000,255061,1700,850,46758
83,5,720,1.000,249673,1664,832,45932
83,6,720,1.000,254314,1695,847,46455
83,7,720,1.000,251965,1680,839,46071
83,8,720,1.000,248784,1658,829,45426
83,9,720,1.000,248488,1656,828,45245
83,10,720,1.000,247528,1650,824,45398
84,1,698,1.000,246253,1642,820,41363
84,2,698,1.000,250023,1666,833,42367
84,3,698,1.000,246270,1642,820,41785
84,4,698,1.000,250519,1670,834,42265
84,5,698,1.000,252957,1686,842,42909
84,6,698,1.000,250076,1667,833,42056
84,7,698,1.000,254993,1700,849,42946
84,8,698,1.000,252829,1685,842,43107
84,9,698,1.000,251333,1675,837,42541
84,10,698,1.000,253568,1690,844,42884
85,1,619,1.000,251690,1678,838,29359
85,2,619,1.000,250051,1667,833,29229
85,3,619,1.000,251158,1674,836,29258
85,4,619,1.000,244610,1630,815,28616
85,5,619,1.000,246203,1641,820,29167
85,6,619,1.000,251059,1674,836,29175
85,7,619,1.000,245121,1634,817,28610
85,8,619,1.000,243067,1620,809,27731
85,9,619,1.000,244999,1633,816,28664
85,10,619,1.000,243220,1621,810,28314
86,1,598,1.000,253021,1687,843,62453
86,2,598,1.000,255265,1702,850,62902
86,3,598,1.000,258815,1725,862,61667
86,4,598,1.000,263192,1754,877,64476
86,5,598,1.000,254914,1699,849,62412
86,6,598,1.000,249944,1666,833,61492
86,7,598,1.000,255171,1701,850,62527
86,8,598,1.000,253997,1693,846,60889
86,9,598,1.000,254225,1695,847,61010
86,10,598,1.000,255878,1706,852,61778
87,1,789,1.000,248522,1656,828,30294
87,2,789,1.000,251399,1676,837,30404
87,3,789,1.000,249660,1664,831,30504
87,4,789,1.000,245574,1637,818,29935
87,5,789,1.000,252851,1686,842,30907
87,6,789,1.000,253165,1688,843,31016
87,7,789,1.000,252977,1686,843,30919
87,8,789,1.000,250700,1671,835,30671
87,9,789,1.000,251283,1675,837,30886
87,10,789,1.000,254185,1694,847,30923
88,1,1206,1.000,257096,1714,856,44452
88,2,1206,1.000,254216,1695,847,43894
88,3,1206,1.000,253679,1691,845,43655
88,4,1206,1.000,252217,1682,840,43462
88,5,1206,1.000,249973,1666,833,43151
88,6,1206,1.000,249859,1666,832,42883
88,7,1206,1.000,251879,1679,839,43156
88,8,1206,1.000,251196,1674,837,43668
88,9,1206,1.000,255004,1700,849,44158
88,10,1206,1.000,255841,1706,852,43933
89,1,839,1.000,263964,1760,879,117858
89,2,839,1.000,266053,1774,886,118935
89,3,839,1.000,262128,1748,873,117082
89,4,839,1.000,264982,1766,883,118178
89,5,839,1.000,267122,1781,890,119403
89,6,839,1.000,269535,1797,898,120384
89,7,839,1.000,263661,1758,878,117679
89,8,839,1.000,262813,1752,875,117227
89,9,839,1.000,260652,1738,868,116451
89,10,839,1.000,267414,1783,891,119053
90,1,785,1.000,252983,1686,843,31136
90,2,785,1.000,251731,1678,838,31167
90,3,785,1.000,246874,1646,822,30263
90,4,785,1.000,251220,1674,837,30949
90,5,785,1.000,249498,1663,831,30575
90,6,785,1.000,251172,1674,837,30859
90,7,785,1.000,247386,1649,824,30522
90,8,785,1.000,252418,1683,841,31007
90,9,785,1.000,251713,1678,838,31065
90,10,785,1.000,254865,1699,849,31598
91,1,1413,1.000,252805,1686,842,5757
91,2,1413,1.000,251330,1676,837,5735
91,3,1413,1.000,251858,1679,839,5918
91,4,1413,1.000,248794,1658,829,5852
91,5,1413,1.000,250828,1672,836,5742
91,6,1413,1.000,250833,1672,836,5755
91,7,1413,1.000,250485,1670,834,5795
91,8,1413,1.000,251630,1678,838,5968
91,9,1413,1.000,250210,1668,834,5691
91,10,1413,1.000,253367,1689,844,5836
92,1,898,1.000,261097,1740,870,39256
92,2,898,1.000,252820,1685,842,37605
92,3,898,1.000,252971,1686,843,37714
92,4,898,1.000,252283,1682,840,37824
92,5,898,1.000,248684,1658,828,37240
92,6,898,1.000,254828,1699,849,38407
92,7,898,1.000,255217,1702,850,38383
92,8,898,1.000,258378,1722,861,38614
92,9,898,1.000,256311,1709,854,38773
92,10,898,1.000,260311,1735,867,39127
93,1,858,1.000,248123,1654,827,20497
93,2,858,1.000,249159,1661,830,20425
93,3,858,1.000,248516,1657,828,20576
93,4,858,1.000,252380,1682,841,20974
93,5,858,1.000,249664,1664,832,20402
93,6,858,1.000,247678,1651,825,20315
93,7,858,1.000,245788,1638,819,19834
93,8,858,1.000,248681,1658,828,20480
93,9,858,1.000,248280,1655,827,20209
93,10,858,1.000,252516,1684,841,20540
94,1,855,1.000,252870,1686,842,2
94,2,855,1.000,253161,1688,843,2
94,3,855,1.000,250857,1672,836,2
94,4,855,1.000,248520,1657,828,1
94,5,855,1.000,252707,1685,842,2
94,6,855,1.000,255988,1706,853,1
94,7,855,1.000,251181,1674,837,1
94,8,855,1.000,253262,1688,844,2
94,9,855,1.000,252953,1686,843,2
94,10,855,1.000,251089,1674,836,2
95,1,961,1.000,252956,1686,843,49201
95,2,961,1.000,252328,1682,841,49123
95,3,961,1.000,249701,1664,832,48712
95,4,961,1.000,254053,1694,846,50011
95,5,961,1.000,252621,1684,842,49001
95,6,961,1.000,253703,1691,845,49519
95,7,961,1.000,251272,1675,837,48696
95,8,961,1.000,254259,1695,847,49324
95,9,961,1.000,251182,1674,837,49043
95,10,961,1.000,256068,1707,853,50613
96,1,526,1.000,249542,1664,831,25253
96,2,526,1.000,249794,1665,832,24876
96,3,526,1.000,243603,1624,811,24555
96,4,526,1.000,246783,1645,822,24687
96,5,526,1.000,248176,1654,827,24870
96,6,526,1.000,240109,1600,800,23931
96,7,526,1.000,243019,1620,809,24288
96,8,526,1.000,246386,1642,821,24868
96,9,526,1.000,246218,1642,820,24369
96,10,526,1.000,245814,1638,819,24471
97,1,2060,1.000,255661,1704,852,0
97,2,2060,1.000,256064,1707,853,0
97,3,2060,1.000,252944,1686,843,0
97,4,2060,1.000,252885,1686,842,0
97,5,2060,1.000,253770,1692,845,0
97,6,2060,1.000,255667,1704,852,0
97,7,2060,1.000,256834,1712,856,0
97,8,2060,1.000,257416,1716,858,0
97,9,2060,1.000,253851,1692,846,0
97,10,2060,1.000,254086,1694,846,0
98,1,940,1.000,249027,1660,829,24422
98,2,940,1.000,244431,1630,814,23611
98,3,940,1.000,247705,1651,825,24237
98,4,940,1.000,249821,1666,832,24471
98,5,940,1.000,246864,1646,822,23789
98,6,940,1.000,245506,1636,818,24087
98,7,940,1.000,246801,1645,822,23951
98,8,940,1.000,246250,1642,820,23721
98,9,940,1.000,246037,1640,820,24010
98,10,940,1.000,242972,1620,809,23457
99,1,937,1.000,243898,1626,812,2
99,2,937,1.000,242352,1616,807,1
99,3,937,1.000,247677,1651,825,0
99,4,937,1.000,249638,1664,832,0
99,5,937,1.000,244176,1628,813,3
99,6,937,1.000,246062,1640,820,0
99,7,937,1.000,241671,1611,805,3
99,8,937,1.000,245976,1640,819,2
99,9,937,1.000,248020,1653,826,2
99,10,937,1.000,248552,1657,828,2
100,1,666,1.000,240720,1605,802,17542
100,2,666,1.000,241849,1612,806,17662
100,3,666,1.000,242802,1618,809,17509
100,4,666,1.000,245480,1636,818,17801
100,5,666,1.000,243167,1621,810,17737
100,6,666,1.000,244357,1629,814,17787
100,7,666,1.000,243906,1626,812,17643
100,8,666,1.000,242242,1615,807,17809
100,9,666,1.000,242271,1615,807,17423
100,10,666,1.000,243463,1623,811,17414
101,1,839,1.000,247571,1650,825,22886
101,2,839,1.000,249880,1666,832,22443
101,3,839,1.000,244879,1632,816,21925
101,4,839,1.000,247819,1652,826,22141
101,5,839,1.000,242961,1620,809,22183
101,6,839,1.000,242081,1614,806,21808
101,7,839,1.000,246287,1642,820,22550
101,8,839,1.000,247477,1650,824,22286
101,9,839,1.000,245730,1638,818,22369
101,10,839,1.000,247225,1648,824,21936
102,1,964,1.000,245378,1636,817,17560
102,2,964,1.000,244240,1628,814,17355
102,3,964,1.000,243056,1620,810,17612
102,4,964,1.000,246255,1642,820,17719
102,5,964,1.000,249388,1662,831,18089
102,6,964,1.000,248429,1656,827,17827
102,7,964,1.000,250628,1670,835,18189
102,8,964,1.000,246774,1645,822,17797
102,9,964,1.000,247014,1646,823,18004
102,10,964,1.000,245281,1635,817,17709
103,1,975,1.000,245181,1634,817,17989
103,2,975,1.000,248720,1658,829,18022
103,3,975,1.000,247012,1646,823,17869
103,4,975,1.000,244897,1632,816,17748
103,5,975,1.000,249184,1661,830,18306
103,6,975,1.000,245346,1636,817,17837
103,7,975,1.000,246894,1646,822,17911
103,8,975,1.000,246092,1640,820,17949
103,9,975,1.000,245088,1634,816,17811
103,10,975,1.000,252207,1682,840,18397
104,1,719,1.000,249069,1660,830,27944
104,2,719,1.000,247048,1647,823,27771
104,3,719,1.000,249374,1662,831,27992
104,4,719,1.000,251084,1674,836,28317
104,5,719,1.000,250277,1668,834,28091
104,6,719,1.000,247037,1646,823,28096
104,7,719,1.000,247147,1648,823,28045
104,8,719,1.000,251924,1680,839,28335
104,9,719,1.000,249097,1660,830,28308
104,10,719,1.000,248942,1659,829,27757
105,1,729,1.000,248003,1653,826,20072
105,2,729,1.000,246449,1643,821,20143
105,3,729,1.000,242061,1614,806,19691
105,4,729,1.000,242549,1616,808,19576
105,5,729,1.000,245902,1639,819,20041
105,6,729,1.000,242274,1615,807,19645
105,7,729,1.000,244392,1629,814,20122
105,8,729,1.000,243907,1626,812,19491
105,9,729,1.000,246993,1646,823,19719
105,10,729,1.000,251153,1674,837,20007
106,1,1046,1.000,251998,1680,839,30930
106,2,1046,1.000,249716,1665,832,31030
106,3,1046,1.000,250774,1672,835,30695
106,4,1046,1.000,250625,1671,835,31213
106,5,1046,1.000,249430,1663,831,30940
106,6,1046,1.000,249237,1662,830,30841
106,7,1046,1.000,249024,1660,830,30789
106,8,1046,1.000,248911,1659,829,30772
106,9,1046,1.000,249102,1660,830,30705
106,10,1046,1.000,249396,1662,831,30606
107,1,1027,1.000,252327,1682,841,24691
107,2,1027,1.000,254235,1695,847,24769
107,3,1027,1.000,254461,1696,848,24847
107,4,1027,1.000,253827,1692,846,24615
107,5,1027,1.000,254190,1694,847,24605
107,6,1027,1.000,254321,1696,847,24738
107,7,1027,1.000,252829,1686,842,24531
107,8,1027,1.000,254150,1694,847,24624
107,9,1027,1.000,251475,1676,838,24468
107,10,1027,1.000,252786,1685,842,24597
108,1,1159,1.000,250145,1668,833,15042
108,2,1159,1.000,249474,1663,831,15190
108,3,1159,1.000,239175,1594,797,14574
108,4,1159,1.000,250344,1668,834,15270
108,5,1159,1.000,251663,1678,838,15300
108,6,1159,1.000,250360,1669,834,15328
108,7,1159,1.000,247864,1652,826,15071
108,8,1159,1.000,246318,1642,820,14892
108,9,1159,1.000,254358,1696,847,15620
108,10,1159,1.000,249636,1664,831,15250
109,1,839,1.000,252423,1683,841,29841
109,2,839,1.000,253098,1687,843,29800
109,3,839,1.000,250445,1670,834,29571
109,4,839,1.000,248456,1656,828,29401
109,5,839,1.000,250897,1672,836,29645
109,6,839,1.000,255085,1700,850,30402
109,7,839,1.000,250648,1670,835,30045
109,8,839,1.000,254079,1693,846,29982
109,9,839,1.000,250232,1668,834,29750
109,10,839,1.000,250784,1672,835,29470
110,1,1020,1.000,248073,1654,826,25335
110,2,1020,1.000,251472,1676,838,25446
110,3,1020,1.000,248107,1654,826,25170
110,4,1020,1.000,251231,1674,837,25413
110,5,1020,1.000,247916,1652,826,25056
110,6,1020,1.000,252508,1683,841,25551
110,7,1020,1.000,250835,1672,836,25298
110,8,1020,1.000,250175,1667,833,25389
110,9,1020,1.000,250469,1670,834,25340
110,10,1020,1.000,249084,1660,830,25207
111,1,618,1.000,253345,1688,844,52800
111,2,618,1.000,250701,1671,835,52616
111,3,618,1.000,250631,1671,835,52146
111,4,618,1.000,249179,1661,830,51662
111,5,618,1.000,253359,1689,844,52905
111,6,618,1.000,250914,1672,836,52034
111,7,618,1.000,249976,1666,833,52046
111,8,618,1.000,243770,1625,812,50766
111,9,618,1.000,241595,1610,805,50310
111,10,618,1.000,243361,1622,810,51415
112,1,603,1.000,243390,1622,811,29532
112,2,603,1.000,244414,1630,814,29029
112,3,603,1.000,255017,1700,849,30518
112,4,603,1.000,249356,1662,831,29800
112,5,603,1.000,256478,1710,854,30192
112,6,603,1.000,255144,1701,850,30476
112,7,603,1.000,252011,1680,839,30298
112,8,603,1.000,253589,1690,845,30301
112,9,603,1.000,253812,1692,845,30745
112,10,603,1.000,252899,1686,842,29906
113,1,822,1.000,255622,1704,852,31601
113,2,822,1.000,250803,1672,835,31054
113,3,822,1.000,248103,1654,826,30582
113,4,822,1.000,253677,1691,845,31481
113,5,822,1.000,252084,1680,840,31013
113,6,822,1.000,253484,1690,844,31478
113,7,822,1.000,253919,1692,846,31485
113,8,822,1.000,259484,1730,864,32162
113,9,822,1.000,250266,1668,834,31143
113,10,822,1.000,257390,1716,857,31885
114,1,650,1.000,254026,1694,846,33954
114,2,650,1.000,255541,1704,851,34256
114,3,650,1.000,251728,1678,838,32757
114,4,650,1.000,253972,1693,846,33314
114,5,650,1.000,253795,1692,845,32902
114,6,650,1.000,255582,1704,851,33403
114,7,650,1.000,256063,1707,853,33681
114,8,650,1.000,254778,1698,849,33350
114,9,650,1.000,255498,1703,851,33069
114,10,650,1.000,257611,1717,858,33522
115,1,687,1.000,258972,1726,862,65454
115,2,687,1.000,252472,1682,841,63809
115,3,687,1.000,251945,1680,839,63871
115,4,687,1.000,250489,1670,834,63151
115,5,687,1.000,253142,1687,843,63598
115,6,687,1.000,248471,1656,828,62769
115,7,687,1.000,251022,1673,836,63041
115,8,687,1.000,250567,1670,834,63591
115,9,687,1.000,249974,1666,832,62967
115,10,687,1.000,254872,1698,849,64549
116,1,774,1.000,251194,1674,837,39168
116,2,774,1.000,250279,1668,834,38867
116,3,774,1.000,251735,1678,839,39022
116,4,774,1.000,251997,1680,839,39450
116,5,774,1.000,254903,1699,849,39649
116,6,774,1.000,253968,1693,846,39709
116,7,774,1.000,255318,1702,850,39746
116,8,774,1.000,251395,1676,837,39131
116,9,774,1.000,254512,1696,848,39718
116,10,774,1.000,250952,1673,836,38931
117,1,348,1.000,257526,1717,858,37597
117,2,348,1.000,257266,1715,857,37593
117,3,348,1.000,253409,1689,844,36967
117,4,348,1.000,248936,1660,829,36461
117,5,348,1.000,254457,1696,848,37291
117,6,348,1.000,251361,1676,837,36662
117,7,348,1.000,254030,1694,846,37031
117,8,348,1.000,253976,1693,846,37230
117,9,348,1.000,250961,1673,836,36562
117,10,348,1.000,258061,1720,860,38094
118,1,840,1.000,253032,1687,843,26524
118,2,840,1.000,252184,1681,840,26557
118,3,840,1.000,243982,1626,813,25676
118,4,840,1.000,246636,1644,822,25750
118,5,840,1.000,246037,1640,820,25937
118,6,840,1.000,243682,1624,812,25603
118,7,840,1.000,245950,1640,819,25751
118,8,840,1.000,252867,1686,842,26542
118,9,840,1.000,250026,1667,833,26340
118,10,840,1.000,251298,1675,837,26243
119,1,539,1.000,252324,1682,841,31265
119,2,539,1.000,251299,1675,837,31241
119,3,539,1.000,252568,1684,841,31602
119,4,539,1.000,252990,1686,843,31817
119,5,539,1.000,251750,1678,839,31857
119,6,539,1.000,253878,1692,846,31411
119,7,539,1.000,254373,1696,847,32222
119,8,539,1.000,250831,1672,836,31080
119,9,539,1.000,252653,1684,842,31332
119,10,539,1.000,246697,1644,822,31248
120,1,923,1.000,245918,1639,819,38008
120,2,923,1.000,253125,1688,843,39265
120,3,923,1.000,250467,1669,834,38636
120,4,923,1.000,255425,1703,851,39509
120,5,923,1.000,253127,1687,843,39055
120,6,923,1.000,246692,1644,822,38317
120,7,923,1.000,253714,1691,845,39230
120,8,923,1.000,253500,1690,844,39175
120,9,923,1.000,248387,1656,827,38290
120,10,923,1.000,251054,1674,836,38461
121,1,452,1.000,262315,1749,874,31600
121,2,452,1.000,264397,1762,881,32268
121,3,452,1.000,264269,1762,880,32293
121,4,452,1.000,257692,1718,858,31451
121,5,452,1.000,260730,1738,869,31787
121,6,452,1.000,262097,1747,873,31805
121,7,452,1.000,259384,1729,864,31687
121,8,452,1.000,260668,1738,868,32087
121,9,452,1.000,259729,1732,865,31772
121,10,452,1.000,266906,1779,889,32635
122,1,354,1.000,255032,1700,850,6032
122,2,354,1.000,256859,1712,856,6326
122,3,354,1.000,258520,1724,861,6265
122,4,354,1.000,253252,1688,844,6003
