Folder,Instance,Mode,Run,Objective,Runtime,Iterations
200_2000,U_U_1,SMART,10,1606834,5.000,25493
200_2000,U_U_2,STANDARD,1,452813,5.000,26226
200_2000,U_U_2,STANDARD,2,453245,5.000,26055
200_2000,U_U_2,STANDARD,3,451524,5.000,26053
200_2000,U_U_2,STANDARD,4,454558,5.000,25184
200_2000,U_U_2,STANDARD,5,455011,5.000,25083
200_2000,U_U_2,STANDARD,6,455011,5.000,27677
200_2000,U_U_2,STANDARD,7,452547,5.000,25334
200_2000,U_U_2,STANDARD,8,447499,5.000,25223
200_2000,U_U_2,STANDARD,9,453784,5.000,25562
200_2000,U_U_2,STANDARD,10,452530,5.000,25322
200_2000,U_U_2,SMART,1,452952,5.000,25244
200_2000,U_U_2,SMART,2,455011,5.000,24161
200_2000,U_U_2,SMART,3,455011,5.000,25113
200_2000,U_U_2,SMART,4,454162,5.000,25016
200_2000,U_U_2,SMART,5,455011,5.000,25937
200_2000,U_U_2,SMART,6,455011,5.000,26020
200_2000,U_U_2,SMART,7,455011,5.000,25798
200_2000,U_U_2,SMART,8,455011,5.000,26430
200_2000,U_U_2,SMART,9,455011,5.000,26074
200_2000,U_U_2,SMART,10,451228,5.000,25815
200_2000,U_U_3,STANDARD,1,559592,5.000,25644
200_2000,U_U_3,STANDARD,2,570373,5.000,24768
200_2000,U_U_3,STANDARD,3,552866,5.000,25860
200_2000,U_U_3,STANDARD,4,563882,5.000,25478
200_2000,U_U_3,STANDARD,5,575155,5.000,25554
200_2000,U_U_3,STANDARD,6,551136,5.000,26387
200_2000,U_U_3,STANDARD,7,541456,5.000,26166
200_2000,U_U_3,STANDARD,8,557545,5.000,25711
200_2000,U_U_3,STANDARD,9,560832,5.000,25472
200_2000,U_U_3,STANDARD,10,561870,5.000,25257
200_2000,U_U_3,SMART,1,561049,5.000,27211
200_2000,U_U_3,SMART,2,587213,5.000,24676
200_2000,U_U_3,SMART,3,545892,5.000,25426
200_2000,U_U_3,SMART,4,545686,5.000,24423
200_2000,U_U_3,SMART,5,573833,5.000,25376
200_2000,U_U_3,SMART,6,587796,5.000,24431
200_2000,U_U_3,SMART,7,566692,5.000,24992
200_2000,U_U_3,SMART,8,570571,5.000,25717
200_2000,U_U_3,SMART,9,557554,5.000,25400
200_2000,U_U_3,SMART,10,580888,5.000,24847
200_2000,U_U_4,STANDARD,1,601654,5.000,25418
